name,smiles,p_crbn_glue,error
cand_1492,NC(=O)c1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1493,CNc1ccc(O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1494,CN(C)c1cc2c(cc1[N+](=O)[O-])CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1495,O=C1CCC(N2C(=O)c3cc(Cl)cc(I)c3C2=O)C(=O)N1,0.965,
cand_1496,CNc1c(C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1497,N#Cc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2,0.975,
cand_1498,CCc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1499,CCc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1500,Cc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1501,COc1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1502,Cc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_1503,CN(C)c1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_1504,CCc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1505,O=C1CCC(N2Cc3cc(C(=O)O)cc(O)c3C2=O)C(=O)N1,0.935,
cand_1506,CCc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1507,NC(=O)c1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1508,CN(C)c1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1509,Cc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1510,CNc1cc2c(c(S(N)(=O)=O)c1)CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1511,CN(C)c1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1512,CCc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1513,CCc1cc(F)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1514,NC(=O)c1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1515,O=C1CCC(N2Cc3cc(Br)c(Br)cc3C2=O)C(=O)N1,0.98,
cand_1516,Cc1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1517,NC(=O)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.88,
cand_1518,CNc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1519,O=C1CCC(N2Cc3cc(F)c(C(F)(F)F)cc3C2=O)C(=O)N1,0.93,
cand_1520,Cc1c(N(C)C)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1521,CNc1cc2c(cc1I)CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1522,Cc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1523,O=C1CCC(N2Cc3c(I)cc(F)cc3C2=O)C(=O)N1,0.91,
cand_1524,O=C1CCC(N2Cc3c(F)cc(F)cc3C2=O)C(=O)N1,0.925,
cand_1525,CNc1c(C(F)(F)F)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1526,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.94,
cand_1527,Cc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.97,
cand_1528,COc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1529,CCc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1530,Cc1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1531,CCc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1532,O=C1CCC(N2C(=O)c3cc(Br)c(I)cc3C2=O)C(=O)N1,0.965,
cand_1533,CCc1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1534,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.855,
cand_1535,Nc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1536,NS(=O)(=O)c1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1537,NS(=O)(=O)c1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.875,
cand_1538,O=C1CCC(N2Cc3cc(C(=O)O)cc(I)c3C2=O)C(=O)N1,0.905,
cand_1539,CNc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1540,CNc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1541,CN(C)c1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1542,O=C1CCC(N2Cc3c(Br)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.91,
cand_1543,O=C1CCC(N2Cc3c(ccc(Br)c3[N+](=O)[O-])C2=O)C(=O)N1,0.935,
cand_1544,CNc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1545,CCc1cc2c(cc1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1546,O=C1CCC(N2Cc3cc(Cl)cc(I)c3C2=O)C(=O)N1,0.93,
cand_1547,NC(=O)c1cc(C(=O)O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1548,NS(=O)(=O)c1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1549,Cc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1550,O=C1CCC(N2Cc3cc(O)cc(C(=O)O)c3C2=O)C(=O)N1,0.95,
cand_1551,N#Cc1cc2c(cc1Br)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1552,NC(=O)c1cc(O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1553,O=C1CCC(N2C(=O)c3cc(Br)cc(F)c3C2=O)C(=O)N1,0.94,
cand_1554,O=C1CCC(N2C(=O)c3ccc(Br)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.93,
cand_1555,CCc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2,0.83,
cand_1556,CNc1ccc(NC)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1557,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1558,NC(=O)c1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1559,CNc1ccc(N(C)C)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1560,COc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1561,O=C1CCC(N2Cc3ccc(O)c(I)c3C2=O)C(=O)N1,0.955,
cand_1562,O=C1CCC(N2Cc3cc(Br)c(I)cc3C2=O)C(=O)N1,0.965,
cand_1563,NS(=O)(=O)c1ccc2c(c1[N+](=O)[O-])CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1564,O=C1CCC(N2C(=O)c3ccc(Cl)c(I)c3C2=O)C(=O)N1,0.98,
cand_1565,O=C1CCC(N2Cc3cc(C(F)(F)F)cc(Br)c3C2=O)C(=O)N1,0.925,
cand_1566,NC(=O)c1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1567,N#Cc1cc(O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1568,CCc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1569,CNc1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1570,CNc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1571,NS(=O)(=O)c1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1572,Cc1cc(Cl)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.865,
cand_1573,CNc1ccc2c(c1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1574,O=C1CCC(N2Cc3ccc(I)c(C(F)(F)F)c3C2=O)C(=O)N1,0.945,
cand_1575,O=C1CCC(N2Cc3c(Cl)cc(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.895,
cand_1576,CNc1ccc2c(c1OC)CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1577,N#Cc1cc2c(cc1N)CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1578,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(I)c3C2=O)C(=O)N1,0.93,
cand_1579,COc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1580,COc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.86,
cand_1581,CCc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1582,O=C1CCC(N2C(=O)c3cc(F)cc(Br)c3C2=O)C(=O)N1,0.955,
cand_1583,N#Cc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1584,COc1ccc2c(c1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2,0.955,
cand_1585,CCc1ccc2c(c1F)CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1586,NS(=O)(=O)c1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_1587,CCc1c([N+](=O)[O-])ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1588,CNc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1589,Nc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1590,O=C1CCC(N2C(=O)c3c(Cl)ccc(Br)c3C2=O)C(=O)N1,0.94,
cand_1591,O=C1CCC(N2Cc3ccc(-c4ccc(N5CCNCC5)cc4)c(Cl)c3C2=O)C(=O)N1,0.975,
cand_1592,CCc1ccc2c(c1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1593,CN(C)c1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1594,CCc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1595,O=C1CCC(N2Cc3ccc(Cl)c(C(=O)O)c3C2=O)C(=O)N1,0.945,
cand_1596,CCc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1597,O=C1CCC(N2Cc3cc(Br)cc(Br)c3C2=O)C(=O)N1,0.94,
cand_1598,COc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1599,O=C1CCC(N2C(=O)c3c(O)ccc(I)c3C2=O)C(=O)N1,0.915,
cand_1600,NC(=O)c1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.835,
cand_1601,NC(=O)c1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1602,Nc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1603,CCc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1604,Nc1cc2c(cc1F)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1605,COc1cc(C(F)(F)F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1606,O=C1CCC(N2Cc3cc(C(F)(F)F)c(Cl)cc3C2=O)C(=O)N1,0.925,
cand_1607,CNc1cc(I)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1608,O=C1CCC(N2Cc3c(ccc([N+](=O)[O-])c3C(F)(F)F)C2=O)C(=O)N1,0.935,
cand_1609,Cc1ccc(S(N)(=O)=O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1610,CNc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1611,CCc1cc(OC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1612,CCc1ccc(OC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1613,CN(C)c1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1614,N#Cc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1615,Nc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1616,Nc1ccc(N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1617,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])c(C(F)(F)F)cc3C2=O)C(=O)N1,0.85,
cand_1618,O=C1CCC(N2Cc3cc(I)c(C(=O)O)cc3C2=O)C(=O)N1,0.915,
cand_1619,CN(C)c1ccc(F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1620,NS(=O)(=O)c1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1621,Nc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1622,COc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1623,CN(C)c1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1624,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc(I)c3C2=O)C(=O)N1,0.935,
cand_1625,NS(=O)(=O)c1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1626,NS(=O)(=O)c1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.875,
cand_1627,N#Cc1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1628,O=C1CCC(N2Cc3ccc(O)c(Cl)c3C2=O)C(=O)N1,0.97,
cand_1629,O=C1CCC(N2Cc3c(C(=O)O)cc(F)cc3C2=O)C(=O)N1,0.935,
cand_1630,CN(C)c1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1631,COc1cc(C(N)=O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1632,O=C1CCC(N2Cc3c(ccc([N+](=O)[O-])c3[N+](=O)[O-])C2=O)C(=O)N1,0.93,
cand_1633,CNc1cc2c(cc1N(C)C)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1634,CNc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1635,N#Cc1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1636,CCc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_1637,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(Cl)c3C2=O)C(=O)N1,0.96,
cand_1638,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc(Cl)c3C2=O)C(=O)N1,0.905,
cand_1639,O=C1CCC(N2C(=O)c3cc(Cl)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.92,
cand_1640,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,1.0,
cand_1641,Nc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1642,NC(=O)c1ccc(-c2ccc(N3CCNCC3)cc2)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.975,
cand_1643,CNc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1644,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,
cand_1645,CCc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1646,NS(=O)(=O)c1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1647,O=C1CCC(N2Cc3c(ccc(Br)c3O)C2=O)C(=O)N1,0.98,
cand_1648,O=C1CCC(N2C(=O)c3cc(O)cc(Br)c3C2=O)C(=O)N1,0.98,
cand_1649,N#Cc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1650,CCc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1651,O=C1CCC(N2Cc3c(ccc(C(=O)O)c3F)C2=O)C(=O)N1,0.995,
cand_1652,O=C1CCC(N2Cc3cc(C(=O)O)c(C(=O)O)cc3C2=O)C(=O)N1,0.93,
cand_1653,Cc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1654,CN(C)c1ccc(N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1655,O=C1CCC(N2Cc3cc(C(F)(F)F)c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.985,
cand_1656,COc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_1657,COc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1658,CCc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1659,COc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.8,
cand_1660,NC(=O)c1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1661,Nc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1662,CCc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1663,O=C1CCC(N2Cc3ccc([N+](=O)[O-])c(I)c3C2=O)C(=O)N1,0.895,
cand_1664,O=C1CCC(N2Cc3ccc([N+](=O)[O-])c(O)c3C2=O)C(=O)N1,0.905,
cand_1665,COc1c(C(N)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1666,O=C1CCC(N2Cc3c(Cl)cc(Cl)cc3C2=O)C(=O)N1,0.93,
cand_1667,CNc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1668,CNc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.975,
cand_1669,CCc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1670,CNc1ccc2c(c1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1671,O=C1CCC(N2Cc3cc(C(F)(F)F)c(O)cc3C2=O)C(=O)N1,0.985,
cand_1672,COc1cc(N)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1673,CCc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1674,Cc1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1675,NS(=O)(=O)c1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1676,O=C1CCC(N2Cc3cc(Br)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.9,
cand_1677,O=C1CCC(N2C(=O)c3c(Cl)ccc(Cl)c3C2=O)C(=O)N1,0.945,
cand_1678,CNc1cc2c(cc1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2,0.97,
cand_1679,COc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1680,O=C1CCC(N2Cc3ccc(-c4ccc(N5CCNCC5)cc4)c(I)c3C2=O)C(=O)N1,0.975,
cand_1681,Nc1cc2c(c([N+](=O)[O-])c1)CN(C1CCC(=O)NC1=O)C2=O,0.835,
cand_1682,NC(=O)c1cc2c(cc1F)CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1683,Cc1ccc2c(c1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1684,Cc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1685,O=C1CCC(N2Cc3c(cc(C(F)(F)F)cc3[N+](=O)[O-])C2=O)C(=O)N1,0.89,
cand_1686,COc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1687,CNc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1688,O=C1CCC(N2Cc3cc(C(=O)O)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.98,
cand_1689,Cc1cc(Br)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1690,Nc1ccc2c(c1N)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1691,O=C1CCC(N2Cc3c(ccc(-c4ccc(N5CCNCC5)cc4)c3F)C2=O)C(=O)N1,0.99,
cand_1692,Cc1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1693,N#Cc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1694,COc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1695,CN(C)c1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1696,O=C1CCC(N2C(=O)c3c(Br)ccc(C(=O)O)c3C2=O)C(=O)N1,0.905,
cand_1697,O=C1CCC(N2C(=O)c3c(I)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.855,
cand_1698,CN(C)c1cc2c(c(N(C)C)c1)CN(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1699,NC(=O)c1cc(S(N)(=O)=O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1700,Nc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.995,
cand_1701,CNc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1702,Cc1cc2c(cc1C)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_1703,O=C1CCC(N2Cc3cc(-c4ccc(N5CCNCC5)cc4)cc(Br)c3C2=O)C(=O)N1,0.915,
cand_1704,CCc1cc(Br)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1705,Cc1ccc2c(c1C(N)=O)CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1706,CNc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1707,CCc1cc2c(c(C(F)(F)F)c1)CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1708,NS(=O)(=O)c1cc(O)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1709,O=C1CCC(N2C(=O)c3c(O)ccc(Cl)c3C2=O)C(=O)N1,0.935,
cand_1710,NS(=O)(=O)c1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1711,COc1cc2c(c(C(=O)O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1712,COc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1713,COc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1714,CN(C)c1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1715,O=C1CCC(N2Cc3cc(F)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.94,
cand_1716,NC(=O)c1cc(F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1717,NS(=O)(=O)c1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1718,CCc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1719,O=C1CCC(N2C(=O)c3ccc(-c4ccc(N5CCNCC5)cc4)c(Br)c3C2=O)C(=O)N1,0.985,
cand_1720,CN(C)c1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_1721,O=C1CCC(N2Cc3ccc(F)c(Cl)c3C2=O)C(=O)N1,0.94,
cand_1722,N#Cc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1723,NS(=O)(=O)c1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1724,CN(C)c1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1725,CCc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_1726,O=C1CCC(N2Cc3c(Cl)ccc(O)c3C2=O)C(=O)N1,0.925,
cand_1727,O=C1CCC(N2Cc3c(Br)cc(C(=O)O)cc3C2=O)C(=O)N1,0.93,
cand_1728,COc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1729,CCc1cc(C(N)=O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1730,CN(C)c1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1731,O=C1CCC(N2C(=O)c3c(Cl)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.88,
cand_1732,Nc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1733,NS(=O)(=O)c1c(Br)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1734,COc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1735,NC(=O)c1cc2c(c([N+](=O)[O-])c1)CN(C1CCC(=O)NC1=O)C2=O,0.835,
